Virus Strain Name,Accession ID,Data Source,Related ID,Nuc.Completeness,Sequence Length,Sequence Quality,Quality Assessment,Host,Sample Collection Date,Location,Originating Lab,Submission Date,Submitting Lab
hCoV-19/China/WF0003/2020,EPI_ISL_413693,GISAID,,Complete,29850,High,0/0/2/0/NO,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0004/2020,EPI_ISL_413694,GISAID,,Complete,29867,High,0/0/2/0/NO,Homo sapiens,2020-01,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCov-19/China/WF0016/2020,EPI_ISL_413746,GISAID,,Complete,29852,High,0/0/2/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0018/2020,EPI_ISL_413748,GISAID,,Complete,29851,High,0/0/2/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0020/2020,EPI_ISL_413750,GISAID,,Complete,29882,High,0/0/2/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0015/2020,EPI_ISL_413729,GISAID,,Complete,29879,High,0/0/2/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0019/2020,EPI_ISL_413749,GISAID,,Complete,29862,High,0/0/4/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0014/2020,EPI_ISL_413711,GISAID,,Complete,29861,High,0/0/4/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0028/2020,EPI_ISL_413791,GISAID,,Complete,29859,High,0/0/7/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0026/2020,EPI_ISL_413761,GISAID,,Complete,29852,High,0/0/5/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0029/2020,EPI_ISL_413809,GISAID,,Complete,29856,High,0/0/4/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0023/2020,EPI_ISL_413752,GISAID,,Complete,29358,High,0/0/27/23/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0012/2020,EPI_ISL_413697,GISAID,,Complete,29852,High,0/0/5/0/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0021/2020,EPI_ISL_413751,GISAID,,Complete,29850,High,0/0/3/1/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/China/WF0024/2020,EPI_ISL_413753,GISAID,,Complete,29873,High,0/0/3/1/NO,Homo sapiens,2020-02,China / Shandong / Weifang,Weifang Center for Disease Control and Prevention,2020-03-09,Weifang Center for Disease Control and Prevention
hCoV-19/USA/WA15-UW11/2020,EPI_ISL_413650,GISAID,,Complete,29903,High,0/0/7/0/NO,Homo sapiens,2020-03-05,United States / Washington,UW Virology Lab,2020-03-09,UW Virology Lab
hCoV-19/USA/WA16-UW12/2020,EPI_ISL_413651,GISAID,,Complete,29903,High,"0/0/8/0/1~3(3-2-0.67,SNP:1; SNP:3)",Homo sapiens,2020-03-05,United States / Washington,UW Virology Lab,2020-03-09,UW Virology Lab
hCoV-19/USA/WA18-UW14/2020,EPI_ISL_413653,GISAID,,Complete,29903,High,"0/0/7/0/1~6(6-2-0.33,SNP:1; SNP:6)",Homo sapiens,2020-03-05,United States / Washington,UW Virology Lab,2020-03-09,UW Virology Lab
SARS-CoV-2/IQTC04/human/2020/CHN,MT123292,GenBank, ,Complete,29981,High,"0/0/21/3/29873~29901(29-16-0.55,SNP:29873; SNP:29876; SNP:29877; SNP:29878; SNP:29880; SNP:29881; SNP:29882; Insertion:29885; SNP:29888; SNP:29889; Insertion:29891; SNP:29893; SNP:29894; SNP:29898; Indel:29899; SNP:29901)",Homo sapiens,2020-01-27,China / Guangdong / Guangzhou, ,2020-02-28,"Technology Centre, Guangzhou Customs"
SARS-CoV-2/IQTC03/human/2020/CHN,MT123293,GenBank, ,Complete,29929,High,"0/0/26/1/29878~29902(25-18-0.72,SNP:29878; SNP:29881; SNP:29882; SNP:29883; SNP:29884; SNP:29885; SNP:29886; SNP:29887; SNP:29891; SNP:29893; SNP:29894; SNP:29895; SNP:29896; SNP:29897; SNP:29898; SNP:29899; SNP:29900; SNP:29902)",Homo sapiens,2020-01-29,China / Guangdong / Guangzhou, ,2020-02-28,"Technology Centre, Guangzhou Customs"
SARS-CoV-2/SH01/human/2020/CHN,MT121215,GenBank,EPI_ISL_414510,Complete,29945,High,0/0/2/0/NO,Homo sapiens,2020-02-02,China / Shanghai, ,2020-02-27,Fudan University
SARS-CoV-2/INMI1/human/2020/ITA,MT066156,GenBank, ,Complete,29867,High,1/0/2/0/NO,Homo sapiens,2020-01-30,Italy, ,2020-02-14,"Laboratory of Virology, INMI Lazzaro Spallanzani IRCCS"
hCoV-19/USA/UC-CDPH-UC11/2020,EPI_ISL_413931,GISAID, ,Complete,29903,High,0/0/9/0/NO,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,"Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco"
hCoV-19/USA/CA-CDPH-UC9/2020,EPI_ISL_413928,GISAID, ,Complete,29903,High,0/0/9/0/NO,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center
hCoV-19/USA/CA-CDPH-UC7/2020,EPI_ISL_413925,GISAID, ,Complete,29903,High,0/0/8/0/NO,Homo sapiens,2020-03-05,United States / California / San Francisco,California Department of Public Health,2020-03-10,"Chiu Laboratory UCSF-Abbott Viral Diagnostics and Discovery Center University of California, San Francisco"
hCoV-19/Switzerland/GE3895/2020,EPI_ISL_413997,GISAID, ,Complete,29890,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-02-26,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/AG0361/2020,EPI_ISL_413999,GISAID, ,Complete,29887,High,0/0/6/0/NO,Homo sapiens,2020-02-27,Switzerland / Argovie,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/VD5615/2020,EPI_ISL_414023,GISAID, ,Complete,29891,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-03-01,Switzerland / Vaud,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/GE9586/2020,EPI_ISL_414022,GISAID, ,Complete,29870,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-02-27,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/BL0902/2020,EPI_ISL_414021,GISAID, ,Complete,29890,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-02-27,Switzerland / Basel,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/GE5373/2020,EPI_ISL_414020,GISAID, ,Complete,29865,High,0/0/5/0/NO,Homo sapiens,2020-02-27,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Switzerland/GE3121/2020,EPI_ISL_414019,GISAID, ,Complete,29871,High,0/0/5/0/NO,Homo sapiens,2020-02-27,Switzerland / Geneva,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/England/200940527/2020,EPI_ISL_414005,GISAID, ,Complete,29903,High,1/1/6/0/NO,Homo sapiens,2020-02-25,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200990724/2020,EPI_ISL_414006,GISAID, ,Complete,29903,High,1/0/5/0/NO,Homo sapiens,2020-02-28,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200990725/2020,EPI_ISL_414007,GISAID, ,Complete,29903,High,1/0/5/0/NO,Homo sapiens,2020-02-28,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200960041/2020,EPI_ISL_414008,GISAID, ,Complete,29903,High,0/1/7/0/NO,Homo sapiens,2020-02-27,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200960515/2020,EPI_ISL_414009,GISAID, ,Complete,29903,High,1/0/3/0/NO,Homo sapiens,2020-02-25,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200990006/2020,EPI_ISL_414011,GISAID, ,Complete,29903,High,1/0/4/0/NO,Homo sapiens,2020-02-26,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200990723/2020,EPI_ISL_414012,GISAID, ,Complete,29903,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-02-27,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-10,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/Switzerland/TI9486/2020,EPI_ISL_413996,GISAID, ,Complete,29872,High,0/0/5/0/NO,Homo sapiens,2020-02-24,Switzerland / Tessin,"Laboratoire de Virologie, HUG",2020-03-10,Swiss National Reference Centre for Influenza
hCoV-19/Scotland/CVR05/2020,EPI_ISL_414027,GISAID, ,Complete,29903,High,0/0/5/0/NO,Homo sapiens,2020-03-04,United Kingdom / Scotland,"West of Scotland Specialist Virology Centre, NHSGGC",2020-03-10,MRC-University of Glasgow Centre for Virus Research
hCoV-19/Guangdong/GD2020087-P0008/2020,EPI_ISL_413863,GISAID, ,Complete,29903,High,0/0/2/0/NO,Homo sapiens,2020-02-01,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/GD2020246-P0028/2020,EPI_ISL_413864,GISAID, ,Complete,29903,High,0/0/2/0/NO,Homo sapiens,2020-02-09,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/GD2020080-P0010/2020,EPI_ISL_413861,GISAID, ,Complete,29903,High,0/0/2/0/NO,Homo sapiens,2020-02-01,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/2020XN4273-P0036/2020,EPI_ISL_413860,GISAID, ,Complete,29903,High,6/0/4/0/NO,Homo sapiens,2020-01-30,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/2020XN4459-P0041/2020,EPI_ISL_413858,GISAID, ,Complete,29903,High,2/0/2/0/NO,Homo sapiens,2020-01-30,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/2020XN4448-P0002/2020,EPI_ISL_413857,GISAID, ,Complete,29903,High,0/0/5/0/NO,Homo sapiens,2020-01-31,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/2020XN4475-P0042/2020,EPI_ISL_413854,GISAID, ,Complete,29903,High,0/0/3/0/NO,Homo sapiens,2020-01-30,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
hCoV-19/Guangdong/2020XN4243-P0035/2020,EPI_ISL_413853,GISAID, ,Complete,29903,High,0/0/4/0/NO,Homo sapiens,2020-01-30,China / Guangdong,"Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention",2020-03-09,Guangdong Provincial Institution of Public Health
TKYE6182_2020,LC529905,GenBank,EPI_ISL_414511,Complete,29903,High,0/0/3/0/NO,Homo sapiens,2020-01,Japan, ,2020-03-04,"Tokyo Metropolitan Institute of Public Health, Department of Microbiology"
2019-nCoV/USA-CruiseA-19/2020,MT184907,GenBank,EPI_ISL_414479,Complete,29882,High,0/0/0/0/NO,Homo sapiens,2020-02-18,United States, ,2020-03-12,"Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA"
2019-nCoV/USA-CruiseA-21/2020,MT184908,GenBank,EPI_ISL_414480,Complete,29880,High,0/2/5/0/NO,Homo sapiens,2020-02-21,United States, ,2020-03-12,"Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA"
2019-nCoV/USA-CruiseA-22/2020,MT184909,GenBank,EPI_ISL_414481,Complete,29882,High,0/0/0/0/NO,Homo sapiens,2020-02-21,United States, ,2020-03-12,"Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA"
2019-nCoV/USA-CruiseA-23/2020,MT184910,GenBank,EPI_ISL_414482,Complete,29882,High,0/1/7/0/NO,Homo sapiens,2020-02-18,United States, ,2020-03-12,"Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA"
2019-nCoV/USA-CruiseA-24/2020,MT184911,GenBank,EPI_ISL_414483,Complete,29882,High,0/6/10/0/NO,Homo sapiens,2020-02-17,United States, ,2020-03-12,"Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA"
2019-nCoV/USA-CruiseA-25/2020,MT184912,GenBank,EPI_ISL_414484,Complete,29882,High,0/0/1/0/NO,Homo sapiens,2020-02-17,United States, ,2020-03-12,"Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA"
2019-nCoV/USA-CruiseA-26/2020,MT184913,GenBank,EPI_ISL_414485,Complete,29882,High,0/4/6/0/NO,Homo sapiens,2020-02-24,United States, ,2020-03-12,"Division of Viral Diseases, Centers for Disease Control and Prevention, 1600 Clifton Rd NE, Atlanta, GA 30033, USA"
hCoV-19/England/200641094/2020,EPI_ISL_414040,GISAID, ,Complete,29900,High,0/2/3/1/NO,Homo sapiens,2020-02-05,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-11,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200690245/2020,EPI_ISL_414041,GISAID, ,Complete,29900,High,0/1/2/1/NO,Homo sapiens,2020-02-08,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-11,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200690300/2020,EPI_ISL_414042,GISAID, ,Complete,29900,High,0/1/2/1/NO,Homo sapiens,2020-02-08,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-11,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200690306/2020,EPI_ISL_414043,GISAID, ,Complete,29900,High,0/1/2/1/NO,Homo sapiens,2020-02-07,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-11,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/England/200690756/2020,EPI_ISL_414044,GISAID, ,Complete,29900,High,0/2/3/1/NO,Homo sapiens,2020-02-08,United Kingdom / England,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England",2020-03-11,"Respiratory Virus Unit, Microbiology Services Colindale, Public Health England"
hCoV-19/Singapore/12/2020,EPI_ISL_414378,GISAID, ,Complete,29463,High,0/0/5/1/NO,Homo sapiens,2020-02-17,Singapore,National Centre for Infectious Diseases ,2020-03-12,"Programme in Emerging Infectious Diseases, Duke-NUS Medical School "
hCoV-19/Singapore/13/2020,EPI_ISL_414379,GISAID, ,Complete,29462,High,0/0/4/1/NO,Homo sapiens,2020-02-18,Singapore,National Centre for Infectious Diseases ,2020-03-12,"Programme in Emerging Infectious Diseases, Duke-NUS Medical School "
hCoV-19/Singapore/14/2020,EPI_ISL_414380,GISAID, ,Complete,29463,High,0/0/2/1/NO,Homo sapiens,2020-02-19,Singapore,National Centre for Infectious Diseases ,2020-03-12,"Programme in Emerging Infectious Diseases, Duke-NUS Medical School "
hCoV-19/Netherlands/ZuidHolland_13/2020,EPI_ISL_414470,GISAID, ,Complete,29786,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-03-06,Netherlands / Zuid Holland,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
hCoV-19/Netherlands/ZuidHolland_7/2020,EPI_ISL_414467,GISAID, ,Complete,29780,High,0/0/4/2/NO,Homo sapiens,2020-03-05,Netherlands / Zuid Holland,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
hCoV-19/Netherlands/ZuidHolland_8/2020,EPI_ISL_414468,GISAID, ,Complete,29786,High,0/0/5/0/NO,Homo sapiens,2020-03-06,Netherlands / Zuid Holland,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
hCoV-19/Netherlands/NoordBrabant_17/2020,EPI_ISL_414457,GISAID, ,Complete,29786,High,0/0/6/0/NO,Homo sapiens,2020-03-06,Netherlands / Noord Brabant,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
hCoV-19/Netherlands/NoordBrabant_12/2020,EPI_ISL_414452,GISAID, ,Complete,29783,High,0/0/4/1/NO,Homo sapiens,2020-03-06,Netherlands / Noord Brabant,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
hCoV-19/Netherlands/NoordBrabant_6/2020,EPI_ISL_414451,GISAID, ,Complete,29786,High,0/0/5/0/NO,Homo sapiens,2020-03-06,Netherlands / Noord Brabant,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
hCoV-19/Netherlands/ZuidHolland_10/2020,EPI_ISL_414446,GISAID, ,Complete,29786,High,"0/0/8/0/28881~28883(3-3-1.00,SNP:28881; SNP:28882; SNP:28883)",Homo sapiens,2020-03-03,Netherlands / Zuid Holland,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
hCoV-19/Netherlands/ZuidHolland_9/2020,EPI_ISL_414445,GISAID, ,Complete,29786,High,0/0/9/0/NO,Homo sapiens,2020-03-03,Netherlands / Zuid Holland,Dutch COVID-19 response team,2020-03-12,Erasmus Medical Center
